Personel_ID,Yaka_Tipi,Cinsiyet,Yas,Medeni_Hal,Cocuk_Sayisi,Ilce,Mesafe_KM,Lojman_Kullanimi,Sertifika_Sayisi,Egitim_Saati_Yil,Seyahat_Sikligi,Toplam_Tecrube_Yil,Sirketteki_Yil,MKE_Oncesi_Tecrube,Ayni_Unvanda_Yil,Son_Terfi_Gecen_Yil,Mevcut_Yonetici_Yil,Birim_Degisim_Sayisi,Departman,Unvan,Egitim_Seviyesi,Maas_TL,Aylik_Mesai_Saat,Vardiya_Tipi,Vardiya_Rotasyon_Sikligi,Is_Kazasi_Gecmisi,Sendika_Sozlesme_Kalan_Ay,Kullanilan_Izin_Gun,Son_Zam_Orani,Son_Zamdan_Beri_Ay,Performans_Puani,Ortam_Memnuniyeti,Is_Memnuniyeti,Ekip_Uyum_Puani,Is_Ozel_Hayat_Dengesi,Istifa_Etti_Mi
MKE-11080,Mavi,Erkek,32,Evli,1,MKE Lojmanlari,3,1,1,5,Seyahat Yok,4,3,1,1,0,4,0,Muhimmat Fabrikasi,Operator,Lise,27429,27,Uc Vardiya,Haftalik,0,12,16,54.34764183592509,7,3,4,4,5,4,0
MKE-11081,Mavi,Kadin,48,Evli,1,Mamaj,41,0,2,7,Seyahat Yok,1,1,0,0,0,2,0,Bakim Onarim,Operator,On Lisans,27709,60,Uc Vardiya,Haftalik,0,3,22,50.21233351222969,8,3,1,1,2,1,0
MKE-11082,Beyaz,Erkek,57,Evli,3,Mamaj,27,0,6,32,Seyahat Yok,27,17,10,7,1,4,2,Bilgi Teknolojileri,Kidemli Muhendis,Doktora,74164,6,Yok,Yok,0,0,18,37.89126796416185,11,3,4,4,4,4,0
MKE-11083,Beyaz,Kadin,38,Bekar,0,Mamaj,29,0,6,40,Seyahat Yok,3,2,1,1,1,2,0,Kalite Yonetim,Muhendis,Yuksek Lisans,56301,35,Yok,Yok,0,0,19,54.42398017029974,3,4,4,5,4,3,0
MKE-11084,Mavi,Erkek,29,Bekar,0,Cankaya,9,0,1,7,Seyahat Yok,8,2,6,0,0,2,0,Bakim Onarim,Atolye Ustasi,Lise,37137,19,Iki Vardiya,Haftalik,0,18,21,42.34052280856325,5,4,5,4,4,3,0
MKE-11085,Mavi,Erkek,26,Evli,2,Cankaya,46,0,2,7,Seyahat Yok,2,2,0,0,0,2,0,Silah Fabrikasi,Operator,Lise,28697,61,Uc Vardiya,Aylik,0,16,25,53.03759317730735,6,4,1,2,3,1,0
MKE-11086,Mavi,Erkek,53,Evli,1,Etimesgut,21,0,2,16,Seyahat Yok,25,19,6,12,7,2,3,Muhimmat Fabrikasi,Basusta,On Lisans,56419,43,Uc Vardiya,Haftalik,0,1,19,45.2148021651292,1,3,5,4,4,3,0
MKE-11087,Mavi,Erkek,57,Evli,2,MKE Lojmanlari,2,1,1,7,Seyahat Yok,9,8,1,3,0,4,1,Muhimmat Fabrikasi,Atolye Ustasi,On Lisans,48014,61,Uc Vardiya,Haftalik,0,3,14,32.9993827039825,6,3,2,2,2,2,0
MKE-11088,Mavi,Erkek,36,Evli,1,MKE Lojmanlari,2,1,2,9,Seyahat Yok,16,1,15,0,0,1,0,Gazi Fisek Fabrikasi,Atolye Ustasi,Lise,33871,26,Uc Vardiya,Haftalik,1,1,14,38.16985462769489,3,3,4,5,5,4,0
MKE-11089,Mavi,Erkek,58,Evli,2,Cankaya,44,0,0,5,Seyahat Yok,12,11,1,5,3,2,1,Silah Fabrikasi,Atolye Ustasi,Lise,48314,22,Uc Vardiya,Haftalik,0,10,24,45.05495199243871,5,3,1,1,3,1,0
MKE-11090,Mavi,Erkek,44,Evli,1,Mamaj,42,0,0,5,Seyahat Yok,3,2,1,0,0,2,0,Muhimmat Fabrikasi,Operator,On Lisans,26643,20,Iki Vardiya,Aylik,0,9,16,46.17856698325273,6,3,4,5,5,2,0
MKE-11091,Mavi,Erkek,52,Evli,2,Kalebasi,54,0,2,14,Seyahat Yok,8,1,7,0,0,1,0,Muhimmat Fabrikasi,Atolye Ustasi,On Lisans,36548,54,Uc Vardiya,Haftalik,0,22,21,32.913190267968794,10,1,2,2,2,1,1
MKE-11092,Mavi,Erkek,40,Evli,1,Kalebasi,28,0,1,16,Seyahat Yok,8,4,4,1,0,4,0,Gazi Fisek Fabrikasi,Teknisyen,On Lisans,30065,34,Iki Vardiya,Aylik,0,16,14,50.971605775781235,12,4,3,4,4,4,0
MKE-11093,Mavi,Erkek,33,Bekar,0,Yenimahalle,26,0,0,15,Seyahat Yok,5,1,4,0,0,2,0,Gazi Fisek Fabrikasi,Teknisyen,Lise,28414,38,Uc Vardiya,Haftalik,0,17,15,54.216453392505294,1,3,5,4,4,3,0
MKE-11094,Beyaz,Erkek,53,Evli,2,Cankaya,14,0,4,26,Seyahat Yok,21,12,9,6,0,4,0,Satinalma,Takim Lideri,Lisans,103589,13,Yok,Yok,0,0,16,31.818788131915795,12,3,5,5,5,3,1
MKE-11095,Beyaz,Erkek,57,Evli,2,Yenimahalle,16,0,2,40,Siklikla,7,6,1,0,0,3,0,IK,Kidemli Muhendis,Lisans,82200,19,Yok,Yok,0,0,25,49.22835778573903,11,2,5,4,5,4,0
MKE-11096,Mavi,Kadin,48,Evli,2,Mamaj,28,0,0,19,Seyahat Yok,4,3,1,1,1,1,0,Silah Fabrikasi,Operator,Lise,25349,34,Uc Vardiya,Haftalik,0,11,20,43.97274467185075,8,2,4,4,5,4,0
MKE-11097,Mavi,Erkek,51,Evli,2,Yenimahalle,47,0,0,15,Seyahat Yok,5,1,4,0,0,1,0,Bakim Onarim,Teknisyen,On Lisans,28793,12,Iki Vardiya,Haftalik,0,10,14,48.46895974412109,4,3,4,5,5,2,0
MKE-11098,Mavi,Erkek,49,Evli,3,Kalebasi,20,0,1,4,Seyahat Yok,17,11,6,8,6,1,0,Silah Fabrikasi,Basusta,Lise,55512,13,Iki Vardiya,Aylik,0,13,22,44.12905834531179,3,3,4,4,5,3,0
MKE-11099,Mavi,Erkek,44,Bekar,0,Mamaj,46,0,0,10,Seyahat Yok,13,4,9,0,0,3,0,Muhimmat Fabrikasi,Atolye Ustasi,Lise,40833,21,Uc Vardiya,Haftalik,1,13,25,42.5830314811347,7,2,2,2,3,2,1
MKE-11100,Beyaz,Kadin,36,Evli,2,Cankaya,19,0,1,15,Seyahat Yok,3,3,0,2,2,1,0,Satinalma,Uzman,Lisans,55035,5,Yok,Yok,0,0,23,46.43164630328329,9,2,4,3,4,4,0
MKE-11101,Beyaz,Erkek,27,Evli,2,Mamaj,22,0,1,24,Nadiren,2,1,1,0,0,1,0,IK,Uzman,Yuksek Lisans,46595,24,Yok,Yok,0,0,22,49.65063180123672,12,4,4,3,5,3,0
MKE-11102,Beyaz,Erkek,51,Bekar,0,Kalebasi,52,0,3,41,Nadiren,27,18,9,5,4,2,3,Satinalma,Takim Lideri,Lisans,108195,22,Yok,Yok,0,0,25,38.27893342060911,8,4,5,5,5,5,1
MKE-11103,Beyaz,Kadin,55,Evli,1,Etimesgut,52,0,3,29,Seyahat Yok,25,2,23,1,1,1,0,Bilgi Teknolojileri,Kidemli Muhendis,Yuksek Lisans,60389,38,Yok,Yok,0,0,15,43.968163569747865,4,3,4,4,4,1,1
MKE-11104,Beyaz,Erkek,44,Bekar,0,Etimesgut,25,0,5,31,Nadiren,11,1,10,0,0,1,0,Kalite Yonetim,Kidemli Muhendis,Lisans,64222,31,Yok,Yok,0,0,19,41.09361688380889,1,4,3,3,5,4,0
MKE-11105,Mavi,Kadin,27,Bekar,0,Cankaya,45,0,0,16,Seyahat Yok,6,4,2,1,1,3,0,Gazi Fisek Fabrikasi,Teknisyen,Lise,33086,21,Iki Vardiya,Aylik,0,22,18,49.41786312821012,11,1,4,4,4,2,0
MKE-11106,Mavi,Erkek,27,Bekar,0,Mamaj,29,0,0,15,Seyahat Yok,4,1,3,0,0,2,0,Gazi Fisek Fabrikasi,Operator,On Lisans,24265,15,Iki Vardiya,Haftalik,0,22,21,30.698064930965998,1,3,4,5,5,4,0
MKE-11107,Beyaz,Erkek,31,Evli,2,Kalebasi,17,0,1,26,Seyahat Yok,2,2,0,1,1,3,0,AR-GE Tasarim,Uzman,Lisans,55955,32,Yok,Yok,0,0,21,50.33321327334242,8,3,4,4,4,4,0
MKE-11108,Beyaz,Erkek,54,Evli,1,Mamaj,17,0,3,38,Seyahat Yok,16,15,1,14,4,1,0,Bilgi Teknolojileri,Kidemli Muhendis,Lisans,85223,26,Yok,Yok,0,0,22,48.66690413219216,6,3,3,4,4,4,0
MKE-11109,Mavi,Kadin,44,Evli,2,Cankaya,41,0,2,8,Seyahat Yok,4,3,1,2,1,1,0,Bakim Onarim,Operator,On Lisans,25741,54,Uc Vardiya,Haftalik,0,9,20,33.98482771154595,6,4,1,1,3,1,0
MKE-11110,Beyaz,Erkek,48,Evli,2,Mamaj,16,0,3,33,Seyahat Yok,23,6,17,1,1,5,0,Satinalma,Kidemli Muhendis,Lisans,66240,24,Yok,Yok,0,0,18,46.84666912041332,1,2,4,3,5,3,1
MKE-11111,Beyaz,Kadin,42,Bekar,0,MKE Lojmanlari,3,1,6,31,Seyahat Yok,2,2,0,1,1,1,0,Kalite Yonetim,Muhendis,Lisans,61865,19,Yok,Yok,0,0,19,49.706802328659705,5,3,4,5,5,5,0
MKE-11112,Beyaz,Kadin,39,Evli,1,Cankaya,33,0,4,41,Seyahat Yok,1,1,0,0,0,2,0,Bilgi Teknolojileri,Uzman,Lisans,56302,30,Yok,Yok,0,0,24,44.73402629990187,9,3,4,5,5,4,0
MKE-11113,Mavi,Erkek,47,Evli,1,Mamaj,22,0,1,11,Seyahat Yok,1,1,0,0,0,2,0,Bakim Onarim,Operator,On Lisans,28087,36,Iki Vardiya,Haftalik,0,20,25,41.78343100801535,6,2,5,4,5,5,0
MKE-11114,Beyaz,Erkek,40,Bekar,0,MKE Lojmanlari,3,1,2,31,Seyahat Yok,17,13,4,5,0,3,0,Kalite Yonetim,Takim Lideri,Lisans,111183,15,Yok,Yok,0,0,15,48.96758749302182,4,3,5,5,5,3,0
MKE-11115,Beyaz,Erkek,27,Bekar,0,Cankaya,17,0,1,34,Nadiren,4,1,3,0,0,1,0,Bilgi Teknolojileri,Uzman,Lisans,43368,21,Yok,Yok,0,0,20,53.92496682849494,5,3,5,3,4,3,1
MKE-11116,Mavi,Erkek,36,Evli,1,MKE Lojmanlari,2,1,1,9,Seyahat Yok,8,2,6,0,0,2,0,Muhimmat Fabrikasi,Atolye Ustasi,Lise,37109,28,Iki Vardiya,Haftalik,1,3,14,43.163791572439074,9,4,3,4,4,3,0
MKE-11117,Beyaz,Erkek,30,Bekar,0,Cankaya,33,0,1,49,Seyahat Yok,5,5,0,4,3,5,0,Satinalma,Kidemli Muhendis,Lisans,84571,37,Yok,Yok,0,0,20,50.42615636007925,9,3,4,4,4,4,0
MKE-11118,Beyaz,Erkek,22,Bekar,0,Etimesgut,18,0,3,45,Seyahat Yok,1,1,0,0,0,2,0,IK,Muhendis,Lisans,58091,31,Yok,Yok,0,0,18,42.69693039639056,8,3,3,4,5,4,0
MKE-11119,Mavi,Erkek,28,Bekar,0,Yenimahalle,13,0,2,6,Seyahat Yok,10,2,8,1,1,3,0,Gazi Fisek Fabrikasi,Teknisyen,On Lisans,31106,39,Uc Vardiya,Haftalik,0,22,17,41.06862898346047,5,3,5,5,5,5,0
MKE-11120,Beyaz,Erkek,26,Bekar,0,Kalebasi,37,0,3,26,Nadiren,2,2,0,1,1,1,0,IK,Uzman,Yuksek Lisans,56855,14,Yok,Yok,0,0,24,41.25132030994535,8,3,3,3,4,4,0
MKE-11121,Beyaz,Kadin,32,Bekar,0,Mamaj,20,0,5,47,Seyahat Yok,2,2,0,0,0,1,0,Satinalma,Uzman,Yuksek Lisans,54941,29,Yok,Yok,0,0,22,43.455222174495326,8,3,4,4,4,5,0
MKE-11122,Mavi,Erkek,42,Evli,1,MKE Lojmanlari,2,1,0,14,Seyahat Yok,3,2,1,0,0,2,0,Silah Fabrikasi,Operator,Lise,25451,39,Iki Vardiya,Haftalik,0,16,25,44.02536132574831,5,3,4,5,5,3,0
MKE-11123,Beyaz,Erkek,31,Evli,1,MKE Lojmanlari,1,1,2,35,Seyahat Yok,7,5,2,1,1,2,0,AR-GE Tasarim,Muhendis,Yuksek Lisans,57514,27,Yok,Yok,0,0,20,35.99251325836688,2,3,4,3,5,3,0
MKE-11124,Mavi,Erkek,57,Evli,1,Yenimahalle,21,0,1,13,Seyahat Yok,18,13,5,11,9,5,0,Muhimmat Fabrikasi,Atolye Ustasi,Lise,44159,58,Uc Vardiya,Haftalik,0,14,21,38.4581567572075,4,1,5,5,5,5,0
MKE-11125,Mavi,Erkek,43,Bekar,0,MKE Lojmanlari,3,1,2,4,Seyahat Yok,4,2,2,0,0,3,0,Muhimmat Fabrikasi,Teknisyen,Lise,30255,33,Iki Vardiya,Haftalik,0,23,14,42.541177389924975,6,3,5,5,5,4,0
MKE-11126,Mavi,Erkek,27,Bekar,0,Cankaya,43,0,1,17,Seyahat Yok,7,2,5,1,1,3,0,Silah Fabrikasi,Teknisyen,Lise,29586,10,Iki Vardiya,Haftalik,0,4,22,53.526902778585395,5,3,5,4,5,2,0
MKE-11127,Beyaz,Erkek,48,Evli,1,Cankaya,51,0,6,33,Nadiren,9,6,3,4,2,1,0,IK,Kidemli Muhendis,Yuksek Lisans,78083,15,Yok,Yok,0,0,21,50.51928078669158,5,3,5,4,5,3,0
MKE-11128,Mavi,Erkek,55,Evli,1,Mamaj,46,0,2,6,Seyahat Yok,34,27,7,2,0,2,0,Bakim Onarim,Basusta,Lise,55470,26,Uc Vardiya,Aylik,0,17,19,32.45315133367069,3,2,1,1,2,2,0
MKE-11129,Beyaz,Kadin,52,Evli,2,Mamaj,32,0,6,39,Seyahat Yok,7,6,1,3,2,5,0,Kalite Yonetim,Uzman,Lisans,53291,10,Yok,Yok,0,0,17,54.79389123761356,8,4,4,4,4,4,0
MKE-11130,Mavi,Erkek,40,Evli,2,Mamaj,37,0,0,11,Seyahat Yok,10,9,1,4,2,2,1,Silah Fabrikasi,Atolye Ustasi,On Lisans,46342,13,Iki Vardiya,Haftalik,0,8,18,53.05388451984715,5,4,4,4,4,4,0
MKE-11131,Mavi,Kadin,55,Evli,1,MKE Lojmanlari,2,1,1,5,Seyahat Yok,16,9,7,4,2,2,0,Bakim Onarim,Basusta,Lise,54905,59,Uc Vardiya,Haftalik,0,17,14,45.99359698708365,7,3,5,5,5,5,0
MKE-11132,Mavi,Kadin,27,Bekar,0,MKE Lojmanlari,3,1,2,8,Seyahat Yok,6,4,2,1,0,2,0,Gazi Fisek Fabrikasi,Teknisyen,On Lisans,33170,58,Uc Vardiya,Haftalik,0,19,24,43.65590316118875,9,3,2,2,2,1,0
MKE-11133,Mavi,Erkek,51,Evli,2,MKE Lojmanlari,2,1,2,17,Seyahat Yok,11,9,2,5,0,3,0,Silah Fabrikasi,Atolye Ustasi,Lise,44461,28,Uc Vardiya,Haftalik,0,19,22,48.41822871833514,4,2,5,4,5,5,0
MKE-11134,Mavi,Erkek,26,Bekar,0,Etimesgut,41,0,1,19,Seyahat Yok,4,3,1,0,0,2,0,Muhimmat Fabrikasi,Teknisyen,Lise,34815,30,Uc Vardiya,Aylik,0,16,23,43.04701817546268,4,5,2,2,2,2,0
MKE-11135,Beyaz,Erkek,43,Evli,1,Yenimahalle,35,0,4,27,Nadiren,1,1,0,0,0,2,0,IK,Muhendis,Lisans,59157,9,Yok,Yok,0,0,18,49.604919467209534,3,4,4,4,5,5,0
MKE-11136,Mavi,Erkek,25,Bekar,0,Yenimahalle,19,0,2,8,Seyahat Yok,7,4,3,2,1,4,0,Gazi Fisek Fabrikasi,Teknisyen,Lise,31065,36,Uc Vardiya,Haftalik,0,24,15,50.86096641060015,3,1,5,5,5,5,0
MKE-11137,Beyaz,Erkek,47,Evli,2,MKE Lojmanlari,3,1,6,33,Siklikla,8,3,5,2,2,4,0,AR-GE Tasarim,Kidemli Muhendis,Yuksek Lisans,69151,44,Yok,Yok,0,0,18,51.508311720733936,7,3,3,4,5,4,0
MKE-11138,Beyaz,Kadin,22,Evli,2,Kalebasi,47,0,1,34,Seyahat Yok,1,1,0,0,0,1,0,Bilgi Teknolojileri,Muhendis,Lisans,59238,25,Yok,Yok,0,0,17,39.557269713019295,3,3,5,5,4,1,0
MKE-11139,Mavi,Erkek,25,Bekar,0,Cankaya,36,0,0,5,Seyahat Yok,4,1,3,0,0,1,0,Gazi Fisek Fabrikasi,Operator,Lise,24461,28,Iki Vardiya,Haftalik,0,6,17,38.168809734459366,1,3,4,3,5,4,0
MKE-11140,Mavi,Erkek,43,Evli,3,MKE Lojmanlari,3,1,1,9,Seyahat Yok,17,4,13,0,0,3,0,Silah Fabrikasi,Basusta,Lise,50181,20,Uc Vardiya,Aylik,1,14,15,49.92453503768051,7,3,5,4,5,4,0
MKE-11141,Beyaz,Erkek,41,Evli,1,Mamaj,45,0,6,18,Seyahat Yok,17,6,11,1,0,5,0,Bilgi Teknolojileri,Takim Lideri,Lisans,95394,26,Yok,Yok,0,0,22,46.211047324585714,5,3,4,4,5,2,0
MKE-11142,Mavi,Erkek,40,Evli,2,Kalebasi,28,0,0,19,Seyahat Yok,2,1,1,0,0,2,0,Silah Fabrikasi,Operator,Lise,24512,49,Uc Vardiya,Haftalik,0,19,25,49.59546402081521,9,1,5,4,5,5,0
MKE-11143,Mavi,Erkek,26,Bekar,0,Yenimahalle,13,0,2,11,Seyahat Yok,3,3,0,2,1,3,0,Muhimmat Fabrikasi,Operator,Lise,26937,36,Iki Vardiya,Aylik,0,16,21,31.26155758083072,5,3,5,4,4,4,0
MKE-11144,Mavi,Kadin,28,Bekar,0,Kalebasi,54,0,0,8,Seyahat Yok,9,9,0,6,6,1,0,Silah Fabrikasi,Teknisyen,Lise,36450,23,Uc Vardiya,Aylik,0,1,16,33.082605139701094,12,2,1,1,2,1,0
MKE-11145,Mavi,Erkek,59,Evli,2,Cankaya,22,0,2,9,Seyahat Yok,33,6,27,4,0,1,0,Muhimmat Fabrikasi,Atolye Ustasi,Lise,37063,20,Uc Vardiya,Aylik,0,6,21,31.3996025456835,9,3,4,4,5,4,0
MKE-11146,Mavi,Erkek,38,Evli,1,MKE Lojmanlari,2,1,0,13,Seyahat Yok,3,2,1,0,0,2,0,Silah Fabrikasi,Operator,Lise,26893,62,Uc Vardiya,Haftalik,1,4,22,38.18751258772251,8,3,2,1,3,2,0
MKE-11147,Beyaz,Erkek,22,Bekar,0,Yenimahalle,30,0,6,46,Seyahat Yok,1,1,0,0,0,1,0,AR-GE Tasarim,Muhendis,Doktora,58626,34,Yok,Yok,0,0,19,31.07585458266736,11,4,4,4,5,3,0
MKE-11148,Mavi,Erkek,50,Evli,2,MKE Lojmanlari,3,1,1,13,Seyahat Yok,10,10,0,4,0,4,1,Silah Fabrikasi,Atolye Ustasi,Lise,48678,17,Iki Vardiya,Aylik,0,19,25,46.68446598852063,9,3,5,4,5,5,0
MKE-11149,Mavi,Erkek,42,Evli,1,Yenimahalle,53,0,2,18,Seyahat Yok,3,1,2,0,0,2,0,Bakim Onarim,Operator,On Lisans,24607,30,Uc Vardiya,Haftalik,0,17,21,34.330087569555324,8,2,5,5,5,5,0
MKE-11150,Mavi,Kadin,56,Bekar,0,MKE Lojmanlari,1,1,0,5,Seyahat Yok,33,21,12,9,9,3,1,Silah Fabrikasi,Atolye Ustasi,On Lisans,44688,18,Iki Vardiya,Aylik,0,9,20,49.68768110012489,10,4,4,4,4,3,0
MKE-11151,Mavi,Erkek,27,Bekar,0,Etimesgut,54,0,2,11,Seyahat Yok,9,4,5,3,2,1,0,Muhimmat Fabrikasi,Teknisyen,On Lisans,29133,24,Uc Vardiya,Aylik,0,22,16,40.355725390146404,2,3,5,5,5,5,0
MKE-11152,Mavi,Kadin,25,Bekar,0,Mamaj,32,0,0,9,Seyahat Yok,3,1,2,0,0,2,0,Muhimmat Fabrikasi,Operator,Lise,23391,63,Uc Vardiya,Haftalik,0,17,24,43.03819596385927,11,4,5,5,5,5,1
MKE-11153,Mavi,Erkek,53,Evli,2,Yenimahalle,14,0,0,12,Seyahat Yok,1,1,0,0,0,1,0,Bakim Onarim,Operator,On Lisans,27158,49,Uc Vardiya,Haftalik,0,6,15,36.556697637479374,4,2,4,3,4,4,0
MKE-11154,Mavi,Erkek,26,Bekar,0,MKE Lojmanlari,3,1,2,15,Seyahat Yok,2,1,1,0,0,2,0,Silah Fabrikasi,Operator,Lise,24880,29,Iki Vardiya,Haftalik,0,18,15,42.995128681524776,1,3,5,5,5,5,0
MKE-11155,Mavi,Erkek,30,Evli,3,MKE Lojmanlari,2,1,2,13,Seyahat Yok,5,2,3,1,0,2,0,Gazi Fisek Fabrikasi,Teknisyen,On Lisans,30026,29,Uc Vardiya,Haftalik,0,4,20,36.005968201945464,10,3,4,4,4,4,0
MKE-11156,Mavi,Erkek,29,Evli,1,MKE Lojmanlari,1,1,2,19,Seyahat Yok,7,5,2,0,0,5,0,Bakim Onarim,Teknisyen,Lise,32238,13,Iki Vardiya,Haftalik,0,21,19,32.253834987859946,11,3,5,4,4,4,0
MKE-11157,Mavi,Erkek,45,Evli,2,Cankaya,37,0,0,11,Seyahat Yok,26,25,1,1,1,3,0,Silah Fabrikasi,Atolye Ustasi,Lise,45799,15,Iki Vardiya,Aylik,0,24,25,52.90167696432159,8,3,3,4,4,4,0
MKE-11158,Mavi,Erkek,30,Evli,1,Etimesgut,26,0,0,11,Seyahat Yok,2,1,1,0,0,1,0,Silah Fabrikasi,Operator,Lise,25471,24,Iki Vardiya,Haftalik,0,14,14,46.91479973667475,10,4,5,4,4,5,0
MKE-11159,Beyaz,Erkek,48,Bekar,0,Etimesgut,30,0,1,24,Seyahat Yok,10,8,2,3,0,1,1,Satinalma,Kidemli Muhendis,Lisans,79948,25,Yok,Yok,0,0,17,39.43240370405789,1,3,4,4,5,4,1
MKE-11160,Mavi,Erkek,55,Evli,3,MKE Lojmanlari,2,1,1,10,Seyahat Yok,14,1,13,0,0,1,0,Muhimmat Fabrikasi,Basusta,On Lisans,47712,60,Uc Vardiya,Aylik,0,20,20,30.19385695432909,2,3,5,5,5,5,1
MKE-11161,Mavi,Erkek,54,Bekar,0,Kalebasi,35,0,2,4,Seyahat Yok,13,1,12,0,0,2,0,Muhimmat Fabrikasi,Atolye Ustasi,On Lisans,37223,51,Uc Vardiya,Aylik,0,15,16,47.51630584951443,5,5,2,1,2,1,1
MKE-11162,Beyaz,Erkek,52,Evli,2,Yenimahalle,51,0,4,21,Seyahat Yok,17,1,16,0,0,2,0,AR-GE Tasarim,Kidemli Muhendis,Yuksek Lisans,61485,13,Yok,Yok,0,0,21,44.96675643767409,9,2,4,5,5,1,1
MKE-11163,Mavi,Kadin,29,Bekar,0,MKE Lojmanlari,2,1,2,16,Seyahat Yok,10,7,3,3,1,5,0,Bakim Onarim,Atolye Ustasi,On Lisans,43062,18,Iki Vardiya,Haftalik,0,6,17,41.830593402653946,10,2,5,3,4,3,0
MKE-11164,Mavi,Erkek,37,Bekar,0,Yenimahalle,54,0,0,15,Seyahat Yok,16,7,9,5,5,2,0,Muhimmat Fabrikasi,Basusta,On Lisans,53009,36,Uc Vardiya,Haftalik,0,8,17,53.935387162955045,6,1,5,5,5,5,0
MKE-11165,Beyaz,Erkek,39,Evli,2,Kalebasi,16,0,4,45,Nadiren,4,4,0,0,0,5,0,Satinalma,Kidemli Muhendis,Lisans,85432,29,Yok,Yok,0,0,15,42.51001481183524,7,1,3,5,5,3,0
MKE-11166,Beyaz,Erkek,35,Evli,2,Mamaj,39,0,2,43,Seyahat Yok,4,2,2,1,0,2,0,Satinalma,Kidemli Muhendis,Yuksek Lisans,72339,9,Yok,Yok,0,0,19,48.688444699471226,11,3,5,5,4,4,0
MKE-11167,Mavi,Erkek,59,Evli,1,Etimesgut,25,0,1,19,Seyahat Yok,26,17,9,10,5,4,2,Silah Fabrikasi,Basusta,On Lisans,54136,22,Uc Vardiya,Haftalik,0,4,23,54.196523540164435,11,4,5,5,5,5,0
MKE-11168,Beyaz,Kadin,22,Bekar,0,Yenimahalle,15,0,4,39,Seyahat Yok,1,1,0,0,0,2,0,AR-GE Tasarim,Muhendis,Doktora,58035,43,Yok,Yok,0,0,19,41.71770748957458,5,1,4,5,5,4,0
MKE-11169,Beyaz,Erkek,42,Bekar,0,Cankaya,24,0,3,31,Seyahat Yok,19,18,1,0,0,3,1,IK,Takim Lideri,Yuksek Lisans,117331,24,Yok,Yok,0,0,15,51.83835502663288,8,3,5,4,5,3,0
MKE-11170,Mavi,Erkek,47,Evli,2,Etimesgut,37,0,1,13,Seyahat Yok,6,1,5,0,0,2,0,Bakim Onarim,Operator,On Lisans,25733,31,Iki Vardiya,Haftalik,0,9,15,35.06234044503781,11,3,4,4,4,4,0
MKE-11171,Beyaz,Erkek,58,Evli,1,Yenimahalle,39,0,2,31,Seyahat Yok,9,9,0,2,2,4,0,AR-GE Tasarim,Kidemli Muhendis,Lisans,84532,9,Yok,Yok,0,0,20,53.99426286150304,9,2,3,4,5,4,0
MKE-11172,Beyaz,Kadin,35,Evli,1,Etimesgut,41,0,4,32,Nadiren,11,8,3,0,0,4,1,IK,Kidemli Muhendis,Lisans,79412,43,Yok,Yok,0,0,22,49.16977978475128,11,3,4,4,5,1,0
MKE-11173,Mavi,Erkek,29,Evli,1,Cankaya,45,0,1,18,Seyahat Yok,2,2,0,1,0,3,0,Gazi Fisek Fabrikasi,Operator,Lise,28377,60,Uc Vardiya,Haftalik,0,14,15,31.972800781053323,3,3,1,1,3,1,0
MKE-11174,Mavi,Erkek,51,Evli,2,Kalebasi,20,0,0,9,Seyahat Yok,19,5,14,3,3,3,0,Gazi Fisek Fabrikasi,Basusta,Lise,49830,36,Iki Vardiya,Haftalik,0,8,18,30.51603708114666,11,3,4,4,5,3,0
MKE-11175,Mavi,Erkek,24,Bekar,0,Kalebasi,18,0,2,16,Seyahat Yok,2,2,0,1,1,2,0,Muhimmat Fabrikasi,Operator,Lise,27314,10,Iki Vardiya,Aylik,0,9,24,52.30479263127655,3,2,4,4,5,3,0
MKE-11176,Mavi,Erkek,34,Bekar,0,Cankaya,10,0,0,12,Seyahat Yok,15,12,3,9,4,2,2,Bakim Onarim,Basusta,On Lisans,57890,14,Iki Vardiya,Haftalik,0,2,24,45.076706568820114,5,3,4,3,5,3,0
MKE-11177,Beyaz,Erkek,51,Evli,1,MKE Lojmanlari,2,1,6,18,Seyahat Yok,25,5,20,1,0,3,0,IK,Takim Lideri,Lisans,91785,30,Yok,Yok,0,0,22,36.19305313502245,4,3,4,5,5,3,1
MKE-11178,Beyaz,Erkek,29,Evli,3,Yenimahalle,31,0,2,36,Seyahat Yok,4,2,2,0,0,1,0,Bilgi Teknolojileri,Kidemli Muhendis,Lisans,73214,44,Yok,Yok,0,0,23,35.20663698336352,8,3,4,4,4,3,0
MKE-11179,Mavi,Erkek,56,Evli,2,MKE Lojmanlari,1,1,2,15,Seyahat Yok,27,1,26,0,0,1,0,Silah Fabrikasi,Atolye Ustasi,Lise,36487,30,Iki Vardiya,Haftalik,0,15,16,35.27173998649151,12,3,5,4,4,3,0
MKE-11180,Beyaz,Erkek,36,Evli,2,Mamaj,18,0,6,44,Seyahat Yok,3,1,2,0,0,1,0,Kalite Yonetim,Muhendis,Yuksek Lisans,51765,28,Yok,Yok,0,0,14,48.257070183848626,9,3,5,5,5,4,0
MKE-11181,Beyaz,Erkek,24,Bekar,0,Yenimahalle,31,0,4,15,Nadiren,1,1,0,0,0,2,0,Satinalma,Muhendis,Lisans,60849,42,Yok,Yok,0,0,15,42.34323283772773,2,4,5,4,5,5,1
